no,nama,vote_average,vote_count,type,htm_weekday,htm_weekend,latitude,longitude,description,aff_link,trans_desc,types,combined,file_id,image_link
54,Museum Perjuangan,4.5,836,"Budaya dan Sejarah, Museum",1000.0,1000.0,-7.8164905,110.3718611,"Museum Perjuangan memiliki tempat utama yang berisi peninggalan Budaya dan Sejarah. Ruangan yang pertama di taat secara rapi di luar gedung. Disana menyajikan patung kepala pahlawan nasional, relief yang menjelaskan dan bercerita bagaimana lahirnya Boedi Utomo, masa penjajahan Jepang, dan partai Sarekat Islam. Selain itu juga membahas PD dua, Kongres Pemuda kesatu, masa pindahnya Ibukota negara ke Jogja, Peristiwa 1 Maret 1949, dan pertempuran puputan di Bali.",https://www.tiket.com/to-do/search?title=Museum%20Perjuangan,"The Struggle Museum has a main place that contains cultural and historical relics.The first room was neatly obedient outside the building.There presents a statue of the head of the national hero, relief who explains and tells how the birth of Boedi Utomo, the Japanese colonial period, and the Sarekat Islam Party.It also discussed PD Dua, the First Youth Congress, the movement of the country's capital to Jogja, the events of March 1, 1949, and the battle of Puputan in Bali.","Culture and history, museum","Culture and history, museum The Struggle Museum has a main place that contains cultural and historical relics.The first room was neatly obedient outside the building.There presents a statue of the head of the national hero, relief who explains and tells how the birth of Boedi Utomo, the Japanese colonial period, and the Sarekat Islam Party.It also discussed PD Dua, the First Youth Congress, the movement of the country's capital to Jogja, the events of March 1, 1949, and the battle of Puputan in Bali.",1q6cBeOTqvC0D0f1h3OwFZsDvTksc5KG1,https://drive.google.com/uc?id=1q6cBeOTqvC0D0f1h3OwFZsDvTksc5KG1
37,Geoforest Watu Payung Turunan,4.5,796,Alam,5000.0,5000.0,-7.972955236,110.4362646,"Nama Watu Payung merujuk kepada sebuah batu yang bentuknya mirip dengan bentuk payung. Kata Watu dalam bahasa jawa berarti Batu. Sedangkan kata Payung, yang bermakna Payung. Keberadaan batu yang menyerupai payung tersebut di kawasan hutan konsevasi, menjadikan sebuah kunjungan wisata alam yang sangat menyenangkan. Suasana yang teduh, nuansa alam, udara yang sejuk, bernilai edukatif, adalah daya tarik dari Watu Payung Turunan.",https://www.tiket.com/to-do/search?title=Geoforest%20Watu%20Payung%20Turunan,"The name Watu Payung refers to a stone that looks similar to the shape of the umbrella.The word watu in Javanese means stone.While the word umbrella, which means umbrella.The existence of stones that resemble the umbrella in the concentrated forest area, making a very pleasant natural tourism visit.The shady atmosphere, the nuances of natural, cool air, educational value, is the attraction of the derivative umbrella.",Natural,"Natural The name Watu Payung refers to a stone that looks similar to the shape of the umbrella.The word watu in Javanese means stone.While the word umbrella, which means umbrella.The existence of stones that resemble the umbrella in the concentrated forest area, making a very pleasant natural tourism visit.The shady atmosphere, the nuances of natural, cool air, educational value, is the attraction of the derivative umbrella.",1ciUWhNkZA7B2hbPcDzOS80ARArwWYsBs,https://drive.google.com/uc?id=1ciUWhNkZA7B2hbPcDzOS80ARArwWYsBs
322,Taman Lampion (Taman Pelangi),4.3,757,"Desa Wisata, Buatan",15000.0,20000.0,-7.7503631,110.3698154,"Taman lampion atau juga sering disebut taman pelangi monjali adalah salah satu wisata saat malam hari yang bisa Anda kunjungi bersama keluarga atau teman. Selain berjalan-jalan menikmati gemerlap lampu, anda juga bisa melakukan kegiatan seru lainnya seperti dengan mengendarai becak mini, bermain bola air, bugee jumping, ATV, trampolin, perahu dayung, kereta mini dan lain-lain. Asiknya lagi, area wisata Taman Lampion, juga sering diadakan live konser musik.",https://www.tiket.com/to-do/search?title=Taman%20Lampion%20%28Taman%20Pelangi%29,"Taman Lantern or also often called Taman Pelangi Monjali is one of the tours at night that you can visit with family or friends.In addition to walking around enjoying the sparkling lights, you can also do other exciting activities such as driving a mini rickshaw, playing water ball, bugee jumping, ATV, trampoline, rowing boat, mini train and others.Asiknya again, the Taman Lantern Tourism Area, also often held live music concerts.","Tourism Village, Artificial","Tourism Village, Artificial Taman Lantern or also often called Taman Pelangi Monjali is one of the tours at night that you can visit with family or friends.In addition to walking around enjoying the sparkling lights, you can also do other exciting activities such as driving a mini rickshaw, playing water ball, bugee jumping, ATV, trampoline, rowing boat, mini train and others.Asiknya again, the Taman Lantern Tourism Area, also often held live music concerts.",1cmpdaQ4FsgVJdEXuKuxwn_iXAb4zRXH9,https://drive.google.com/uc?id=1cmpdaQ4FsgVJdEXuKuxwn_iXAb4zRXH9
33,Jogja Exotarium,4.4,746,Buatan,20000.0,20000.0,-7.728816,110.358356,"Di Mini Zoo Jogja Exotarium pengunjung dapat menyaksikan aneka satwa seperti reptil, hewan nocturnal, kelinci. Pengunjung dapat pula melakukan aktivitas seperti memancing, belajar berkuda atau memanah. Selain itu terdapat pula berbagai spot selfie, playground anak atau outbound. .Kehadiran Mini Zoo Jogja Exotarium yang dikemas sebagai taman wisata edukasi diharapkan menjadi wahana pengetahuan tentang satwa atau binatang.",https://www.tiket.com/to-do/search?title=Jogja%20Exotarium,"In Mini Zoo Jogja Exotarium visitors can watch various animals such as reptile, nocturnal animals, rabbits.Visitors can also do activities such as fishing, learning to ride or archery.In addition there are also various selfie spots, children's playground or outbound.. The presence of Mini Zoo Jogja Exotarium which is packaged as an educational tourism park is expected to be a vehicle for knowledge about animals or animals.",Artificial,"Artificial In Mini Zoo Jogja Exotarium visitors can watch various animals such as reptile, nocturnal animals, rabbits.Visitors can also do activities such as fishing, learning to ride or archery.In addition there are also various selfie spots, children's playground or outbound.. The presence of Mini Zoo Jogja Exotarium which is packaged as an educational tourism park is expected to be a vehicle for knowledge about animals or animals.",1kF5MPMyG9No50X2IJ-C8xTR5oN3QucTL,https://drive.google.com/uc?id=1kF5MPMyG9No50X2IJ-C8xTR5oN3QucTL
359,Sumur Gumuling,4.5,718,Budaya dan Sejarah,10000.0,10000.0,-7.8087911,110.3591825,Sumur Gumuling adalah salah satu tempat untuk ibadah atau kegiatan agama pada masa lalu. Sumur Gumuling merupakan masjid pada zaman pemerintahan Sri Sultan Hamengkubuwana I dan II,https://www.tiket.com/to-do/search?title=Sumur%20Gumuling,Gumuling well is one place for worship or religious activities in the past.Gumuling wells were mosques during the reign of Sri Sultan Hamengkubuwana I and II,Culture and history,Culture and history Gumuling well is one place for worship or religious activities in the past.Gumuling wells were mosques during the reign of Sri Sultan Hamengkubuwana I and II,1HmQhAlB9kd-RuK9JLafVcncYhYNb5nbu,https://drive.google.com/uc?id=1HmQhAlB9kd-RuK9JLafVcncYhYNb5nbu
476,Kali Talang,4.5,716,"Alam, Buatan",10000.0,10000.0,-7.5802065,110.4606903,"Kali Talang berada di ketinggian sekitara 1.160 meter di atas permukaan laut (MDPL). Dari Kali Kalang, puncak Merapi seakan begitu dekat dengan panorama vegetasi di kawasan Taman Nasional Gunung Merapi. Objek wisata yang berada di perbatasan Jawa Tengah (Jateng) dan DIY itu menjadi salah satu spot terbaik untuk mengabadikan puncak Merapi.",https://www.tiket.com/to-do/search?title=Kali%20Talang,"Talang River is at an altitude of around 1,160 meters above sea level (masl).From Kali Kalang, the peak of Merapi seemed to be so close to the panorama of vegetation in the Mount Merapi National Park area.The tourist attraction which is on the border of Central Java (Central Java) and DIY is one of the best spots to capture the peak of Merapi.","Nature, artificial","Nature, artificial Talang River is at an altitude of around 1,160 meters above sea level (masl).From Kali Kalang, the peak of Merapi seemed to be so close to the panorama of vegetation in the Mount Merapi National Park area.The tourist attraction which is on the border of Central Java (Central Java) and DIY is one of the best spots to capture the peak of Merapi.",1_ES-SfQpOwVOo0QPEx8jOTJPxzfQoT9Z,https://drive.google.com/uc?id=1_ES-SfQpOwVOo0QPEx8jOTJPxzfQoT9Z
439,Kawasan Ekowisata Gunung Api Purba Nglanggeran,4.5,709,"Alam, Wisata Air",30000.0,30000.0,-7.841986,110.5415759,"Kawasan Ekosistem Gunung Purba Nglanggeran atau yang biasa disebut Gunung Nglanggeran ini merupakan kawasan yang litologinya disusun oleh material vulkanik tua, berbentuk gunung batu raksasa yang membentang sepanjang kurang lebih 800 meter dengan tinggi mencapai 300 meter. Gunung Nglanggeran dinyatakan sebagai gunung api purba dari hasil penelitian dan refrensi yang ada. Sekitar 60-70 juta tahun yang lalu Gunung tersebut merupakan gunung berapi aktif.",https://www.tiket.com/to-do/search?title=Kawasan%20Ekowisata%20Gunung%20Api%20Purba%20Nglanggeran,"The Nglanggeran Ancient Mountain Ecosystem area or commonly called Mount Nglanggeran is an area whose lithology is composed of old volcanic material, shaped like a giant stone mountain that stretches for approximately 800 meters with a height of 300 meters.Nglanggeran Mountain is declared an ancient volcano from the results of existing research and references.About 60-70 million years ago the mountain was an active volcano.","Alam, Water Tourism","Alam, Water Tourism The Nglanggeran Ancient Mountain Ecosystem area or commonly called Mount Nglanggeran is an area whose lithology is composed of old volcanic material, shaped like a giant stone mountain that stretches for approximately 800 meters with a height of 300 meters.Nglanggeran Mountain is declared an ancient volcano from the results of existing research and references.About 60-70 million years ago the mountain was an active volcano.",1QnhxtnB8sGQw4UZscg8C0yH8H4vlMleA,https://drive.google.com/uc?id=1QnhxtnB8sGQw4UZscg8C0yH8H4vlMleA
417,Pantai Ngetun,4.5,709,Pantai,15000.0,15000.0,-8.1703641,110.6526446,Pantai Ngetun adalah keindahan yang sempurna dari Yogyakarta khususnya Gunung Kidul. Keindahan biota lautnya memang tidak bisa dihindarkan,https://www.tiket.com/to-do/search?title=Pantai%20Ngetun,"Ngetun Beach is the perfect beauty from Yogyakarta, especially Gunung Kidul.The beauty of the marine life is indeed inevitable",Beach,"Beach Ngetun Beach is the perfect beauty from Yogyakarta, especially Gunung Kidul.The beauty of the marine life is indeed inevitable",1ghohIaafOmLVshV2j6UvksrKTpIxYvOP,https://drive.google.com/uc?id=1ghohIaafOmLVshV2j6UvksrKTpIxYvOP
2,Selopamioro Adventure Park,4.5,696,"Alam, Wisata Air",30000.0,30000.0,-7.945376682,110.4266714,Kegiatan outbond di lokasi Selopamioro Adventure Park sangat memanjakan para konsumen untuk menikmati alam. Fasilitas outbond berupa permainan air dan darat dari level anak anak sampai dengan dewasa bisa menjadi rekomendasi anda dan rekan kerja selanjutnya untuk mencoba outbond di Selopamioro Adventure Park.,https://www.tiket.com/to-do/search?title=Selopamioro%20Adventure%20Park,Outbound activities at the Selopamioro Adventure Park location are very spoiled by consumers to enjoy nature.Outbound facilities in the form of water and land games from the level of children to adults can be your recommendations and next colleagues to try outbound in Selopamioro Adventure Park.,"Alam, Water Tourism","Alam, Water Tourism Outbound activities at the Selopamioro Adventure Park location are very spoiled by consumers to enjoy nature.Outbound facilities in the form of water and land games from the level of children to adults can be your recommendations and next colleagues to try outbound in Selopamioro Adventure Park.",1ctFl6vGn0uHIvVQ7A-6J1zwbsX4SwJAO,https://drive.google.com/uc?id=1ctFl6vGn0uHIvVQ7A-6J1zwbsX4SwJAO
40,Museum Wayang Kekayon,4.2,504,Alam,20000.0,20000.0,-7.81406244,110.4131033,"Museum Wayang Kekayon ini didirikan oleh almarhum Prof. DR. dr. KPH. Soejono Prawirohadikusumo (Guru besar UGM sekaligus dokter ahli saraf jiwa) dan diresmikan oleh KGPAA Paku Alam VIII pada tahun 1991. Museum ini mengoleksi berbagai jenis wayang yang ada di Indonesia. Selain sebagai tujuan wisata seni budaya, museum ini juga memiliki fungsi pendidikan, wahana penelitian, dan rekreasi. Wayang merupakan kekayaan luhur budaya bangsa Indonesia yan Museum ini juga nyaman dan asri dengan taman parkir luas serta pendapa megah untuk perayaan pernikahan, pameran, pertemuan, sarasehan, dan lain-lain.g patut kita banggakan. Terbukti atas pengakuan UNESCO atas wayang sebagai warisan pusaka dunia.",https://www.tiket.com/to-do/search?title=Museum%20Wayang%20Kekayon,"The Wayang Kemayon Museum was founded by the late Prof.Dr.Dr.KPH.Soejono Prawirohadikusumo (UGM Professor and Soul Neurologist) and was inaugurated by KGPAA Paku Alam VIII in 1991. This museum collected various types of puppets in Indonesia.Aside from being a cultural arts tourist destination, this museum also has an educational function, research vehicle, and recreation.Wayang is a noble wealth of the Indonesian cultural cultural museum is also comfortable and beautiful with a large parking park and magnificent pendapa for wedding celebrations, exhibitions, meetings, workshops, etc. We should be proud of.Evidenced by UNESCO's recognition of Wayang as a legacy of the World Heritage.",Natural,"Natural The Wayang Kemayon Museum was founded by the late Prof.Dr.Dr.KPH.Soejono Prawirohadikusumo (UGM Professor and Soul Neurologist) and was inaugurated by KGPAA Paku Alam VIII in 1991. This museum collected various types of puppets in Indonesia.Aside from being a cultural arts tourist destination, this museum also has an educational function, research vehicle, and recreation.Wayang is a noble wealth of the Indonesian cultural cultural museum is also comfortable and beautiful with a large parking park and magnificent pendapa for wedding celebrations, exhibitions, meetings, workshops, etc. We should be proud of.Evidenced by UNESCO's recognition of Wayang as a legacy of the World Heritage.",1m7jVeR3Jzm1YNqMpWwsC5QOdKALjGSLW,https://drive.google.com/uc?id=1m7jVeR3Jzm1YNqMpWwsC5QOdKALjGSLW
